path	action	hub_path	why
docs/artifacts/evaluation-harness-v2/a1-rederive/l1-gate/run1-linr_v2-triton.json	hub	artifacts/evaluation-harness-v2/a1-rederive/l1-gate/run1-linr_v2-triton.json	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/a1/step4/branch-linr_v3_graphbreak_smoke.json	hub	artifacts/evaluation-harness-v2/a1/step4/branch-linr_v3_graphbreak_smoke.json	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/c4/2026-09-06-partial/results/filter/goodreads-d128.jsonl	drop		aborted partial C4 run, superseded by c4/results (on the Hub as c4); cited nowhere
docs/artifacts/evaluation-harness-v2/c4/2026-09-06-partial/results/filter/goodreads-d128.samples.jsonl	drop		aborted partial C4 run, superseded by c4/results (on the Hub as c4); cited nowhere
docs/artifacts/evaluation-harness-v2/c4/kmax-diag/filter/arxiv-d128.jsonl	hub	artifacts/evaluation-harness-v2/c4/kmax-diag/filter/arxiv-d128.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/c4/kmax-diag/filter/goodreads-d128.jsonl	hub	artifacts/evaluation-harness-v2/c4/kmax-diag/filter/goodreads-d128.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/c4/results/filter/arxiv-d128.jsonl	rm-on-hub	c4/filter/arxiv-d128.jsonl	already on the Hub, byte-identical
docs/artifacts/evaluation-harness-v2/c4/results/filter/arxiv-d128.samples.jsonl	rm-on-hub	c4/filter/arxiv-d128.samples.jsonl	already on the Hub, byte-identical
docs/artifacts/evaluation-harness-v2/c4/results/filter/goodreads-d128.jsonl	rm-on-hub	c4/filter/goodreads-d128.jsonl	already on the Hub, byte-identical
docs/artifacts/evaluation-harness-v2/c4/results/filter/goodreads-d128.samples.jsonl	rm-on-hub	c4/filter/goodreads-d128.samples.jsonl	already on the Hub, byte-identical
docs/artifacts/evaluation-harness-v2/c4/resume/filter/goodreads-d128.jsonl	hub	artifacts/evaluation-harness-v2/c4/resume/filter/goodreads-d128.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/c4/resume/filter/goodreads-d128.samples.jsonl	hub	artifacts/evaluation-harness-v2/c4/resume/filter/goodreads-d128.samples.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d1a/report/flat.csv	drop		derived: bench report regenerates it (now results.parquet) from the d1-a records
docs/artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v1_filter_mask_triton_clause_c0_genre.jsonl	hub	artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v1_filter_mask_triton_clause_c0_genre.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v2_torch_bloom_c2_format.jsonl	hub	artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v2_torch_bloom_c2_format.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v2_triton_clause_c0_genre.jsonl	hub	artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v2_triton_clause_c0_genre.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v3_triton_bloom_c3_year.jsonl	hub	artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v3_triton_bloom_c3_year.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v3_triton_clause_c0_genre.jsonl	hub	artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v3_triton_clause_c0_genre.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v4_triton_clause_c0_genre.jsonl	hub	artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_linr_v4_triton_clause_c0_genre.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_silvertorch_official_clause_c0_genre.jsonl	hub	artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_silvertorch_official_clause_c0_genre.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_silvertorch_torch_clause_c0_genre.jsonl	hub	artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_silvertorch_torch_clause_c0_genre.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_silvertorch_triton_clause_c0_genre.jsonl	hub	artifacts/evaluation-harness-v2/d1a/rerun-records/goodreads_silvertorch_triton_clause_c0_genre.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-harness-v2/d4/flat.csv	drop		derived: bench report regenerates it from its records
docs/artifacts/evaluation-harness-v2/results-storage/b3-MANIFEST.json	drop		the Hub copies of these manifests are authoritative; sha256 recorded in docs/artifacts/hub-index.md
docs/artifacts/evaluation-harness-v2/results-storage/c4-MANIFEST.json	drop		the Hub copies of these manifests are authoritative; sha256 recorded in docs/artifacts/hub-index.md
docs/artifacts/evaluation-harness-v2/results-storage/c5-MANIFEST.json	drop		the Hub copies of these manifests are authoritative; sha256 recorded in docs/artifacts/hub-index.md
docs/artifacts/evaluation-package-layout/c5/results-l4b-chunk64/filter/goodreads-d128.jsonl	hub	artifacts/evaluation-package-layout/c5/results-l4b-chunk64/filter/goodreads-d128.jsonl	raw data behind a documented finding
docs/artifacts/evaluation-package-layout/c5/results/filter/goodreads-d128.jsonl	rm-on-hub	c5/filter/goodreads-d128.jsonl	already on the Hub, byte-identical
docs/artifacts/evaluation-package-layout/c5/results/filter/goodreads-d128.samples.jsonl	rm-on-hub	c5/filter/goodreads-d128.samples.jsonl	already on the Hub, byte-identical
docs/artifacts/evaluation-package-layout/c5/results/flat.csv	rm-on-hub	c5/flat.csv	already on the Hub, byte-identical
docs/artifacts/kernel-opt/final/base-1.json	hub	artifacts/kernel-opt/final/base-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/final/base-2.json	hub	artifacts/kernel-opt/final/base-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/final/base-3.json	hub	artifacts/kernel-opt/final/base-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/final/new-1.json	hub	artifacts/kernel-opt/final/new-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/final/new-2.json	hub	artifacts/kernel-opt/final/new-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/final/new-3.json	hub	artifacts/kernel-opt/final/new-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/h2h/compact-arxiv-r1.json	hub	artifacts/kernel-opt/h2h/compact-arxiv-r1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/h2h/compact-goodreads-r1.json	hub	artifacts/kernel-opt/h2h/compact-goodreads-r1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/h2h/padded-arxiv-r1.json	hub	artifacts/kernel-opt/h2h/padded-arxiv-r1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/h2h/padded-goodreads-r1.json	hub	artifacts/kernel-opt/h2h/padded-goodreads-r1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/h2h/superseded/compact-arxiv-r1.json	drop		superseded by the h2h/*.json runs h2h.md tabulates
docs/artifacts/kernel-opt/h2h/superseded/compact-arxiv-r2.json	drop		superseded by the h2h/*.json runs h2h.md tabulates
docs/artifacts/kernel-opt/h2h/superseded/compact-goodreads-r1.json	drop		superseded by the h2h/*.json runs h2h.md tabulates
docs/artifacts/kernel-opt/h2h/superseded/compact-goodreads-r2.json	drop		superseded by the h2h/*.json runs h2h.md tabulates
docs/artifacts/kernel-opt/phase0_aa/base-1.json	hub	artifacts/kernel-opt/phase0_aa/base-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase0_aa/base-2.json	hub	artifacts/kernel-opt/phase0_aa/base-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase0_aa/base-3.json	hub	artifacts/kernel-opt/phase0_aa/base-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase0_aa/new-1.json	hub	artifacts/kernel-opt/phase0_aa/new-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase0_aa/new-2.json	hub	artifacts/kernel-opt/phase0_aa/new-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase0_aa/new-3.json	hub	artifacts/kernel-opt/phase0_aa/new-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1/base-1.json	hub	artifacts/kernel-opt/phase1/base-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1/base-2.json	hub	artifacts/kernel-opt/phase1/base-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1/base-3.json	hub	artifacts/kernel-opt/phase1/base-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1/new-1.json	hub	artifacts/kernel-opt/phase1/new-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1/new-2.json	hub	artifacts/kernel-opt/phase1/new-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1/new-3.json	hub	artifacts/kernel-opt/phase1/new-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_first_attempt/base-1.json	hub	artifacts/kernel-opt/phase1_first_attempt/base-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_first_attempt/base-2.json	hub	artifacts/kernel-opt/phase1_first_attempt/base-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_first_attempt/base-3.json	hub	artifacts/kernel-opt/phase1_first_attempt/base-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_first_attempt/new-1.json	hub	artifacts/kernel-opt/phase1_first_attempt/new-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_first_attempt/new-2.json	hub	artifacts/kernel-opt/phase1_first_attempt/new-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_first_attempt/new-3.json	hub	artifacts/kernel-opt/phase1_first_attempt/new-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_second_attempt/base-1.json	hub	artifacts/kernel-opt/phase1_second_attempt/base-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_second_attempt/base-2.json	hub	artifacts/kernel-opt/phase1_second_attempt/base-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_second_attempt/base-3.json	hub	artifacts/kernel-opt/phase1_second_attempt/base-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_second_attempt/new-1.json	hub	artifacts/kernel-opt/phase1_second_attempt/new-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_second_attempt/new-2.json	hub	artifacts/kernel-opt/phase1_second_attempt/new-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase1_second_attempt/new-3.json	hub	artifacts/kernel-opt/phase1_second_attempt/new-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase2/base-1.json	hub	artifacts/kernel-opt/phase2/base-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase2/base-2.json	hub	artifacts/kernel-opt/phase2/base-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase2/base-3.json	hub	artifacts/kernel-opt/phase2/base-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase2/new-1.json	hub	artifacts/kernel-opt/phase2/new-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase2/new-2.json	hub	artifacts/kernel-opt/phase2/new-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase2/new-3.json	hub	artifacts/kernel-opt/phase2/new-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase4/base-1.json	hub	artifacts/kernel-opt/phase4/base-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase4/base-2.json	hub	artifacts/kernel-opt/phase4/base-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase4/base-3.json	hub	artifacts/kernel-opt/phase4/base-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase4/new-1.json	hub	artifacts/kernel-opt/phase4/new-1.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase4/new-2.json	hub	artifacts/kernel-opt/phase4/new-2.json	raw data behind a documented finding
docs/artifacts/kernel-opt/phase4/new-3.json	hub	artifacts/kernel-opt/phase4/new-3.json	raw data behind a documented finding
docs/artifacts/kernel-opt/pubmed/pubmed-d768.jsonl	hub	artifacts/kernel-opt/pubmed/pubmed-d768.jsonl	raw data behind a documented finding
docs/artifacts/library-api-refactor/l1/tensors/capture.json	hub	artifacts/library-api-refactor/l1/tensors/capture.json	raw data behind a documented finding
docs/artifacts/library-api-refactor/l1/tensors/results.json	hub	artifacts/library-api-refactor/l1/tensors/results.json	raw data behind a documented finding
docs/artifacts/library-api-refactor/l2/kmeanspp_timing.json	hub	artifacts/library-api-refactor/l2/kmeanspp_timing.json	raw data behind a documented finding
docs/artifacts/linr-v2-backend-parity/boundary_and_fp32_variant.json	hub	artifacts/linr-v2-backend-parity/boundary_and_fp32_variant.json	raw data behind a documented finding
docs/artifacts/linr-v2-backend-parity/l5/parity_and_cost.json	hub	artifacts/linr-v2-backend-parity/l5/parity_and_cost.json	raw data behind a documented finding
docs/artifacts/linr-v2-backend-parity/probe_v2_parity.json	hub	artifacts/linr-v2-backend-parity/probe_v2_parity.json	raw data behind a documented finding
docs/artifacts/linr-v2-backend-parity/torch_side_rounding.json	hub	artifacts/linr-v2-backend-parity/torch_side_rounding.json	raw data behind a documented finding
docs/artifacts/official-silvertorch/b3/e2e/filter/arxiv-d128.jsonl	rm-on-hub	b3/filter/arxiv-d128.jsonl	already on the Hub, byte-identical
docs/artifacts/official-silvertorch/b3/e2e/filter/arxiv-d128.samples.jsonl	rm-on-hub	b3/filter/arxiv-d128.samples.jsonl	already on the Hub, byte-identical
docs/artifacts/official-silvertorch/b3/e2e/filter/goodreads-d128.jsonl	rm-on-hub	b3/filter/goodreads-d128.jsonl	already on the Hub, byte-identical
docs/artifacts/official-silvertorch/b3/e2e/filter/goodreads-d128.samples.jsonl	rm-on-hub	b3/filter/goodreads-d128.samples.jsonl	already on the Hub, byte-identical
docs/artifacts/official-silvertorch/b3/e2e/quality/arxiv-d128.jsonl	rm-on-hub	b3/quality/arxiv-d128.jsonl	already on the Hub, byte-identical
docs/artifacts/official-silvertorch/b3/e2e/quality/arxiv-d128.samples.jsonl	rm-on-hub	b3/quality/arxiv-d128.samples.jsonl	already on the Hub, byte-identical
docs/artifacts/official-silvertorch/b3/e2e/quality/goodreads-d128.jsonl	rm-on-hub	b3/quality/goodreads-d128.jsonl	already on the Hub, byte-identical
docs/artifacts/official-silvertorch/b3/e2e/quality/goodreads-d128.samples.jsonl	rm-on-hub	b3/quality/goodreads-d128.samples.jsonl	already on the Hub, byte-identical
docs/artifacts/official-silvertorch/b3/kernel_arxiv.json	hub	artifacts/official-silvertorch/b3/kernel_arxiv.json	raw data behind a documented finding
docs/artifacts/official-silvertorch/b3/kernel_goodreads.json	hub	artifacts/official-silvertorch/b3/kernel_goodreads.json	raw data behind a documented finding
docs/artifacts/official-silvertorch/official_facts.json	hub	artifacts/official-silvertorch/official_facts.json	raw data behind a documented finding
docs/artifacts/official-silvertorch/wp3/argsort_stable_probe.json	hub	artifacts/official-silvertorch/wp3/argsort_stable_probe.json	raw data behind a documented finding
docs/artifacts/official-silvertorch/wp3/parity_gate_probe.json	hub	artifacts/official-silvertorch/wp3/parity_gate_probe.json	raw data behind a documented finding
docs/artifacts/q3/roofline.json	keep		linked from docs/validation.md (worker may not edit it); 506 B
evaluation/golden/_logs/branch-arxiv-d128-c0_maincat-silvertorch-triton.log	hub	artifacts/golden-logs/branch-arxiv-d128-c0_maincat-silvertorch-triton.log	run logs behind the golden cells
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-linr_v1_filter_mask-torch.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-linr_v1_filter_mask-torch.log	run logs behind the golden cells
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-linr_v1_filter_mask-triton.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-linr_v1_filter_mask-triton.log	run logs behind the golden cells
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-linr_v2-torch.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-linr_v2-torch.log	run logs behind the golden cells
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-linr_v2-triton.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-linr_v2-triton.log	run logs behind the golden cells
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-linr_v3-torch.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-linr_v3-torch.log	run logs behind the golden cells
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-linr_v3-triton.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-linr_v3-triton.log	run logs behind the golden cells
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-linr_v4-torch.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-linr_v4-torch.log	run logs behind the golden cells
evaluation/golden/_logs/branch-goodreads-d128-c0_genre-linr_v4-triton.log	hub	artifacts/golden-logs/branch-goodreads-d128-c0_genre-linr_v4-triton.log	run logs behind the golden cells
